
page=0

w:abandon, q:69
w:go through, q:44
w:case in point, q:10
w:kind of thing, q:587
w:go beyond, q:8
w:go by, q:26
w:have a jump on, q:639
w:have it all over, q:78
w:be inferior, q:3
w:fall behind, q:4
w:if not, q:98
w:leaving out, q:1
w:not for, q:127
w:outside of, q:44
w:buying and selling, q:3
w:feed the fire, q:19
w:burst out, q:6
w:call out, q:8
w:cry out, q:18
w:rend the air, q:1
w:drive out, q:7
w:country club, q:2
w:let off the hook, q:4
w:let pass, q:1
w:fish story, q:1
w:bump off, q:1
w:put to death, q:43
w:tire out, q:1
w:burn out, q:2
w:show off, q:5
w:an act, q:52
w:a scene, q:11
w:go in, q:21
w:spread out, q:12
w:opening out, q:2
w:look for, q:116
w:highway robbery, q:1
w:buy it, q:7
w:cash in chips, q:2
w:breathe in, q:5
w:account for, q:23
w:blow to kingdom come, q:3
w:break out, q:13
w:flare up, q:1
w:have a look, q:639
w:inquire into, q:1
w:leave no stone unturned, q:21
w:look into, q:31
w:at the boiling point, q:1000
w:send out, q:5
w:choice of words, q:32
w:take back, q:7
w:stamp out, q:6
w:in store, q:3
w:out of the ordinary, q:1000
w:look away, q:3
w:morality play, q:1
w:fairy story, q:1
w:fairy tale, q:7
w:how it is, q:70
w:grow dim, q:1
w:fall on one\'s face, q:30
w:be defeated, q:2
w:be ruined, q:1
w:fall flat, q:4
w:fall short, q:7
w:fall through, q:2
w:false step, q:2
w:pass out, q:6
w:kind of, q:587
w:more or less, q:64
w:pretty well, q:9
w:sort of, q:373
w:behind one, q:2
w:pass off, q:1
w:come down, q:44
w:up to, q:245
w:get up, q:38
w:pick up, q:47
w:contrary to fact, q:30
w:feel like, q:58
w:a good way, q:636
w:a long way, q:359
w:end of rainbow, q:262
w:middle of nowhere, q:72
w:more distant, q:4
w:more remote, q:3
w:dernier cri, q:1
w:last word, q:6
w:divine will, q:1
w:free will, q:8
w:in a dither, q:1000
w:up to here, q:245
w:animal food, q:2
w:bringing forth, q:2
w:flowing with milk and honey, q:3
w:bring back, q:14
w:bring to, q:27
w:give rise to, q:10
w:burning up, q:1
w:running a temperature, q:2
w:the shakes, q:1
w:not many, q:10
w:not too many, q:33
w:best seller, q:1
w:figment of imagination, q:1
w:all one wants, q:23
w:at length, q:58
w:done with, q:41
w:for all time, q:278
w:for ever, q:58
w:for good, q:32
w:in conclusion, q:1
w:one in a million, q:63
w:treasure trove, q:1
w:arrive at, q:35
w:very well, q:37
w:pass over, q:10
w:set on fire, q:9
w:give the boot, q:97
w:give the elbow, q:97
w:open fire, q:1
w:in the beginning, q:1000
w:drop in a line, q:11
w:eat out, q:2
w:beat a hasty retreat, q:8
w:cut and run, q:6
w:fly the coop, q:2
w:get away, q:23
w:get the hell out, q:104
w:in nothing flat, q:6
w:on the double, q:1000
w:flesh and blood, q:47
w:homo sapiens, q:1
w:rest on water, q:22
w:bend the throttle, q:6
w:stay on ground, q:4
w:london fog, q:1
w:fall over, q:7
w:give way, q:17
w:ethnic group, q:2
w:come after, q:19
w:come from, q:137
w:come next, q:1
w:proceed from, q:26
w:spring from, q:31
w:go before, q:6
w:american football, q:1
w:beneficial to, q:4
w:conducive to, q:7
w:for the sake of, q:1000
w:in contemplation of, q:3
w:in exchange for, q:5
w:in favor of, q:31
w:full head of steam, q:1
w:big brother, q:2
w:for ever more, q:58
w:for always, q:4
w:for life, q:25
w:consign to oblivion, q:2
w:draw a blank, q:17
w:fail to remember, q:63
w:let slip from memory, q:5
w:lose consciousness of, q:1
w:lose sight of, q:8
w:think no more of, q:10
w:bear no malice, q:17
w:bear with, q:10
w:bury the hatchet, q:2
w:branch out, q:3
w:long ago, q:46
w:at once, q:151
w:right away, q:3
w:right now, q:11
w:gold mine, q:2
w:call a spade a spade, q:49
w:from the hip, q:1000
w:free of charge, q:29
w:for free, q:4
w:for nothing, q:35
w:for love, q:41
w:free of cost, q:29
w:free rein, q:2
w:full swing, q:1
w:laissez faire, q:1
w:just out, q:2
w:out of possession of, q:1000
w:taken away, q:17
w:beginning at, q:1
w:coming out of, q:8
w:starting with, q:1
w:put on airs, q:57
w:do a slow burn, q:40
w:give a dirty look, q:96
w:give the evil eye, q:97
w:rough and tumble, q:10
w:what is more, q:707
w:not to mention, q:684
w:to boot, q:1
w:coming up, q:10
w:down the line, q:178
w:down the pike, q:178
w:down the road, q:178
w:from here in, q:10
w:from here on, q:10
w:from here to eternity, q:10
w:from now on in, q:14
w:shot in the dark, q:7
w:throw of the dice, q:4
w:toss up, q:1
w:gas station, q:1
w:parking lot, q:2
w:parking space, q:1
w:pubic hair, q:1
w:back yard, q:2
w:close with, q:2
w:almost always, q:18
w:as a rule, q:1000
w:men\'s room, q:1
w:man of honor, q:194
w:man of his word, q:194
w:man of breeding, q:194
w:come by, q:9
w:take possession of, q:6
w:don juan, q:1
w:young lady, q:16
w:young woman, q:13
w:floating on air, q:7
w:looking glass, q:2
w:go out, q:84
w:stand still, q:18
w:divine father, q:1
w:the lord, q:180
w:most high, q:5
w:all knowing, q:1
w:all powerful, q:2
w:not bad, q:1
w:dear me, q:1
w:dirty laundry, q:1
w:call the signals, q:73
w:head up, q:1
w:hold dominion, q:2
w:putting green, q:1
w:good wishes, q:1
w:put the pressure on, q:54
w:put the screws to, q:54
w:real estate, q:4
w:find fault, q:9
w:soldier of fortune, q:8
w:take a stab, q:169
w:fifty percent, q:4
w:not carry, q:8
w:hang about, q:4

page=0


page=0


page=0


page=0


page=0


page=0


page=0


page=0


page=0


page=0


page=0


page=0


page=0


page=0


page=0

w:be crazy about, q:7

page=0


page=0

w:be crazy for, q:1
w:be crazy over, q:1
w:be mad about, q:3
w:be stuck on, q:4
w:be sweet on, q:1
w:be able to, q:353
w:be disposed to, q:16
w:be on the back of, q:5
w:be inclined to think, q:6
w:be reduced to, q:43
w:be transformed into, q:9
w:be certain of, q:9
w:be convinced of, q:14
w:be of the opinion, q:8
w:be connected with, q:25
w:be linked with, q:7
w:be in flower, q:1
w:be on the air, q:3
w:be in touch, q:13
w:be an adjunct, q:1
w:be an element of, q:9
w:be made of, q:88
w:be engrossed in, q:1
w:be contained in, q:9
w:be expressed by, q:7
w:be found in, q:72
w:be composed of, q:28
w:be based on, q:67
w:be determined by, q:16
w:be in control of, q:6
w:be in the power of, q:8
w:be worthy of, q:51
w:be no more, q:370
w:be done for, q:23
w:be swallowed up, q:11
w:be responsible for, q:38
w:be fond of, q:41
w:be in vain, q:71
w:be sold for, q:4
w:be subsequent to, q:1
w:be in power, q:14
w:lock up, q:3
w:be tough, q:3
w:hold fast, q:7
w:hold out, q:14
w:become a fact, q:273
w:become of, q:17
w:be found, q:77
w:come about, q:9
w:come off, q:6
w:by a hair, q:468
w:by no means, q:36
w:no more than, q:370
w:not a bit, q:604
w:not at all, q:81
w:not by much, q:103
w:not likely, q:11
w:foul play, q:1
w:bête noire, q:1
w:chalk up, q:1
w:have in hand, q:70
w:risky business, q:1
w:good condition, q:2
w:full of life, q:314
w:in fine feather, q:5
w:become aware, q:11
w:get an earful, q:10
w:give an audience to, q:14
w:less than three, q:111
w:warm up, q:2
w:hot weather, q:1
w:eternal home, q:3
w:next in line, q:4
w:bottomless pit, q:4
w:fire and brimstone, q:34
w:come to someone\'s aid, q:492
w:help out, q:1
w:in this direction, q:696
w:on this spot, q:153
w:within reach, q:3
w:be unwilling, q:1
w:go ahead, q:11
w:hide away, q:1
w:lie low, q:3
w:be subject to, q:62
w:add to payroll, q:33
w:fill a position, q:17
w:ancient times, q:4
w:days of old, q:63
w:days of yore, q:63
w:good old days, q:22
w:old days, q:12
w:olden days, q:1
w:labor of love, q:31
w:bank holiday, q:1
w:day of rest, q:144
w:few days off, q:10
w:carved out, q:1
w:home base, q:1
w:longing for home, q:19
w:bona fide, q:3
w:fair and square, q:28
w:bright side, q:4
w:castles in air, q:2
w:field of vision, q:75
w:dog and bone, q:30
w:emergency room, q:1
w:nursing home, q:1
w:person of the house, q:42
w:sacrificial lamb, q:1
w:cold as ice, q:13
w:mistress of the house, q:9
w:lady of the house, q:25
w:wife and mother, q:46
w:be suspended, q:2
w:according to what, q:185
w:by means of, q:43
w:by virtue of what, q:20
w:by what means, q:39
w:by what method, q:39
w:by whose help, q:2
w:from what source, q:37
w:through what agency, q:2
w:through what medium, q:2
w:to what degree, q:104
w:that said, q:2
w:still and all, q:24
w:all the same, q:1000
w:for all that, q:278
w:without regard to, q:6
w:hue and cry, q:4
w:be near to, q:23
w:could eat a horse, q:1
w:got the munchies, q:44
w:other half, q:11
w:shut up, q:23
w:frozen over, q:1
w:like two peas in a pod, q:13
w:same difference, q:3
w:out to lunch, q:154
w:on the bench, q:1000
w:on the shelf, q:1000
w:with the condition that, q:1000
w:supposing that, q:2
w:on the assumption that, q:1000
w:granted that, q:10
w:assuming that, q:5
w:on the occasion that, q:1000
w:in case that, q:23
w:turn a blind eye, q:21
w:let it go, q:84
w:pay no attention to, q:8
w:look at, q:284
w:pay attention, q:13
w:take notice, q:3
w:under the weather, q:319
w:draw a picture, q:17
w:creative thought, q:1
w:flight of fancy, q:14
w:build castles in air, q:2
w:conjure up, q:8
w:act like, q:16
w:be like, q:51
w:do likewise, q:4
w:at present time, q:30
w:at this moment, q:87
w:give a hint, q:96
w:point to, q:22
w:name of the game, q:156
w:contrary to reason, q:30
w:hardly possible, q:1
w:make an impression, q:57
w:come around, q:6
w:for to, q:40
w:as a by-product, q:1000
w:not by design, q:103
w:be made up of, q:24
w:build in, q:6
w:cut in on, q:9
w:in the black, q:1000
w:out of the question, q:1000
w:in fact, q:88
w:for real, q:6
w:in point of fact, q:7
w:in truth, q:18
w:without end, q:12
w:index finger, q:1
w:add up to, q:3
w:big business, q:5
w:back seat, q:2
w:blowing up, q:2
w:drag in, q:2
w:force into, q:1
w:stick in, q:8
w:throw in, q:3
w:give a shot, q:96
w:feel out, q:2
w:fishing expedition, q:1
w:touch and go, q:5
w:under a roof, q:83
w:under cover, q:2
w:be firm, q:1
w:stand firm, q:3
w:take a stand, q:169
w:on the rocks, q:1000
w:out of money, q:1000
w:taken to the cleaners, q:25
w:wiped out, q:5
w:give the once-over, q:97
w:kick the tires, q:5
w:look over, q:13
w:private eye, q:2
w:set apart, q:2
w:all there, q:19
w:add up, q:6
w:aspire to, q:19
w:be determined, q:7
w:be resolved, q:1
w:fool with, q:2
w:get in the way, q:20
w:get involved, q:5
w:hang up, q:4
w:come between, q:7
w:breathing space, q:3
w:call back, q:4
w:in the direction of through to, q:1000
w:bring up, q:23
w:do the honors, q:142
w:get things rolling, q:5
w:lead into, q:8
w:make inroads, q:1
w:not binding, q:2
w:not working, q:9
w:null and void, q:4
w:bring into being, q:3
w:come up with, q:39
w:pick up the tab, q:29
w:give the once over, q:97
w:appeal to, q:42
w:bill of sale, q:13
w:matter of contention, q:154
w:point of departure, q:196
w:black hole, q:4
w:house of correction, q:92
w:hand in hand, q:45
w:be serious, q:3
w:jump down, q:4
w:jump off, q:5
w:jump out of one\'s skin, q:7
w:due process, q:1
w:deal in, q:12
w:little one, q:2
w:carry off, q:2
w:lay hands on, q:1
w:make off with, q:2
w:run away with, q:21
w:turn on, q:22
w:crowned head, q:2
w:cutting edge, q:1
w:be conversant in, q:1
w:be informed, q:3
w:be learned, q:13
w:be master of, q:63
w:be schooled, q:3
w:be versed, q:1
w:be ignorant, q:5
w:little woman, q:1
w:kerosene lamp, q:1
w:fall apart, q:5
w:wear out, q:18
w:held up, q:6
w:in a bind, q:1000
w:in the lurch, q:1000
w:missed the boat, q:5
w:out of luck, q:1000
w:on time, q:8
w:with sound be in stitches, q:3
w:send forth, q:6
w:water closet, q:1
w:member of the bar, q:116
w:asleep on the job, q:2
w:not like, q:78
w:be taught, q:25
w:brush up on, q:1
w:commit to memory, q:3
w:crack the books, q:4
w:get down pat, q:6
w:leave behind, q:15
w:hard to left, q:143
w:piece of junk, q:138
w:lay on one, q:13
w:not as great, q:107
w:be big, q:2
w:false witness, q:5
w:free speech, q:7
w:leg up, q:2
w:ill will, q:7
w:set down, q:12
w:visible light, q:1
w:for example, q:9
w:such as, q:204
w:straight line, q:5
w:cash out, q:1
w:pay off, q:6
w:give ear, q:1
w:wait for, q:122
w:hardly any, q:11
w:in person, q:2
w:in the flesh, q:1000
w:in use, q:5
w:be indolent, q:1
w:work hard, q:9
w:get at, q:10
w:meet with, q:34
w:pick up on, q:29
w:drawn out, q:1
w:evil eye, q:1
w:keeping watch, q:2
w:tied up, q:3
w:get rid of, q:47
w:be careless, q:2
w:be reduced, q:13
w:hold on to, q:15
w:turn down, q:4
w:fall off, q:9
w:coming through, q:1
w:in the cards, q:1000
w:lucky break, q:1
w:bad fortune, q:3

page=0

w:all systems go, q:1
w:coming up roses, q:10
w:everything going, q:1
w:getting a break, q:13
w:sleight of hand, q:1
w:of impossible feats by tricks abracadabra, q:2
w:black art, q:1
w:cleaning lady, q:2
w:hired girl, q:1
w:post office, q:3
w:go on with, q:158
w:keep going, q:3
w:look after, q:18
w:best part, q:8
w:greater number, q:3
w:greater part, q:17
w:more than half, q:701
w:age of consent, q:136
w:call upon, q:28
w:engage in, q:25
w:executive suite, q:1
w:alive with, q:8
w:no end of, q:15
w:john henry, q:5
w:offer for sale, q:5
w:get married, q:18
w:become one, q:12
w:lead to altar, q:92
w:fig leaf, q:2
w:physical world, q:8
w:in full bloom, q:23
w:full bloom, q:1
w:lead to, q:92
w:at the same time, q:1000
w:for now, q:12
w:for the duration, q:1000
w:for the moment, q:1000
w:for then, q:10
w:in the interim, q:1000
w:in the interval, q:1000
w:in the meanwhile, q:1000
w:in the meantime, q:1000
w:the while, q:30
w:during the interval, q:89
w:for the time being, q:1000
w:in the intervening time, q:1000
w:fix in the mind, q:1
w:know by heart, q:11
w:learn by heart, q:10
w:get better, q:3
w:get well, q:2
w:look up, q:37
w:pure and simple, q:29
w:strong point, q:2
w:dead of night, q:9
w:small hours, q:1
w:air force, q:4
w:tell all, q:5
w:least possible, q:4
w:below the mark, q:24
w:minute of arc, q:13
w:down in the mouth, q:71
w:be late for, q:4
w:drop the ball, q:11
w:false move, q:1
w:be sure, q:51
w:be at cross purposes, q:1
w:be bewildered, q:1
w:be confused, q:13
w:moment of force, q:113
w:no time, q:42
w:point in time, q:36
w:fool around, q:1
w:full moon, q:3
w:heavenly body, q:1
w:new moon, q:3
w:old moon, q:1
w:esprit de corps, q:2
w:after midnight, q:2
w:before lunch, q:2
w:break of day, q:5
w:crack of dawn, q:8
w:first blush, q:1
w:holy place, q:2
w:place of worship, q:104
w:in the majority, q:1000
w:be still, q:16
w:a lot of, q:170
w:wipe the floor with, q:3
w:speak clearly, q:2
w:strong arm, q:2
w:go off, q:8
w:spring up, q:14
w:hard rock, q:3
w:heavy metal, q:1
w:sine qua non, q:2
w:be compelled, q:5
w:given and taken, q:7
w:closed book, q:1
w:proper name, q:2
w:give an account of, q:14
w:make known, q:2
w:counted on, q:2
w:name of game, q:156
w:at close quarters, q:6
w:far from, q:79
w:incumbent on, q:1
w:life or death, q:22
w:the urge, q:10
w:do not want, q:1000
w:take care of, q:52
w:bring to terms, q:27
w:cut a deal, q:11
w:forget it, q:18
w:not ever, q:6
w:not in any way, q:245
w:not in the least, q:245
w:not on your life, q:44
w:not under any condition, q:1
w:no way, q:35
w:even so, q:6
w:not the less, q:589
w:brand new, q:3
w:hard by, q:2
w:familiar name, q:1
w:after dark, q:5
w:after hours, q:2
w:before dawn, q:3
w:dark hours, q:1
w:no one, q:373
w:no one at all, q:373
w:no part, q:21
w:not any, q:23
w:not anything, q:7
w:not a soul, q:604
w:not a thing, q:604
w:not one, q:67
w:common sense, q:55
w:high noon, q:4
w:sod all, q:1
w:of no consequence, q:101
w:far cry, q:2
w:here and now, q:92
w:any more, q:107
w:at the moment, q:1000
w:at this time, q:87
w:in a minute, q:1000
w:in a moment, q:1000
w:in this day and age, q:696
w:these days, q:29
w:in the buff, q:1000
w:in the altogether, q:1000
w:wet nurse, q:1
w:sane person, q:1
w:resting place, q:2
w:safe place, q:4
w:abide by, q:6
w:act upon, q:7
w:adhere to, q:10
w:be loyal to, q:8
w:be ruled by, q:14
w:do as one says, q:34
w:bend over backward, q:3
w:be mean, q:1
w:no comment, q:1
w:get a load of, q:113
w:get an eyeful of, q:10
w:clear as a bell, q:9
w:in evidence, q:2
w:chosen work, q:2
w:giving up, q:12
w:be concerned with, q:51
w:come to pass, q:492
w:salt water, q:3
w:not on duty, q:44
w:on vacation, q:1
w:civil servant, q:2
w:again and again, q:48
w:a number of times, q:37
w:many a time, q:107
w:time after time, q:5
w:time and again, q:148
w:long in the tooth, q:18
w:along in years, q:6
w:broken down, q:4
w:behind the times, q:75
w:grown old, q:6
w:in vogue, q:3
w:cast aside, q:1
w:leaning on, q:4
w:a single time, q:192
w:at one time, q:78
w:but once, q:14
w:in the old days, q:1000
w:in the olden days, q:1000
w:in times gone by, q:18
w:in times past, q:18
w:one and only, q:60
w:once in a lifetime, q:42
w:be in action, q:11
w:carrying on, q:2
w:other side of coin, q:34
w:or else, q:48
w:any other way, q:213
w:in different circumstances, q:30
w:under other conditions, q:2
w:out on, q:48
w:at an end, q:42
w:the lower 48, q:32
w:united states, q:145
w:microwave oven, q:1
w:ancient history, q:2
w:at a loss for words, q:329
w:unable to continue, q:87
w:come out on top, q:82
w:bite off too much, q:2
w:do to death, q:50
w:go overboard, q:1
w:go too far, q:3
w:lay it on, q:7
w:not know when to stop, q:186
w:catch up with, q:6
w:gain on, q:2
w:get past, q:6
w:be beholden, q:1
w:be bound, q:3
w:be in debt, q:6
w:be under obligation, q:2
w:feel bound, q:3
w:get on credit, q:26
w:on the tab, q:1000
w:ought to, q:289
w:run up a bill, q:11
w:not have, q:183
w:full to the gills, q:2
w:good health, q:7
w:two of a kind, q:25
w:palm tree, q:3
w:frying pan, q:1
w:task force, q:1
w:boxer shorts, q:1
w:jockey shorts, q:1
w:garden of eden, q:21
w:kingdom come, q:2
w:next world, q:6
w:promised land, q:5
w:be a participant, q:3
w:be a party to, q:1
w:be into, q:1
w:enter into, q:45
w:get in on the act, q:20
w:have a hand in, q:639
w:have to do with, q:615
w:join in, q:16
w:be willing, q:20
w:going through motions, q:12
w:hands off, q:1
w:key word, q:1
w:over and done, q:68
w:even temper, q:1
w:happy hour, q:1
w:hit bottom, q:3
w:open space, q:1
w:bed and breakfast, q:22
w:social security, q:1
w:be engaged in, q:39
w:carry to completion, q:2
w:deliver the goods, q:4
w:do justice to, q:4
w:do to a turn, q:50
w:carrying out, q:4
w:as it may be, q:528
w:as the case may be, q:1000
w:for all one knows, q:278
w:it may be, q:291
w:cause for alarm, q:10
w:forever and a day, q:11
w:in for the long haul, q:16
w:be resolute, q:1
w:follow up, q:3
w:go all the way, q:2
w:go the limit, q:19
w:keep up, q:27
w:living soul, q:1
w:bring to senses, q:27
w:prophet of doom, q:7
w:cup of tea, q:26
w:kid stuff, q:1
w:no trouble, q:2
w:hold down, q:4
w:pine tree, q:4
w:carry a torch, q:9
w:lust after, q:4
w:poor health, q:1
w:push the envelope, q:7
w:break new ground, q:1
w:saturday night special, q:6
w:what a pity, q:261
w:what a shame, q:261
w:put down, q:19
w:big as life, q:11
w:bells and whistles, q:2
w:course of action, q:102
w:party line, q:2
w:team player, q:1
w:fill the bill, q:51
w:go over big, q:12
w:hit the spot, q:17
w:make the grade, q:307
w:good word, q:8
w:plum tree, q:1
w:blank verse, q:2
w:free verse, q:3
w:metrical composition, q:1
w:boy scout, q:1
w:member of congress, q:116
w:member of parliament, q:116
w:affairs of state, q:24
w:hat in the ring, q:2
w:matters of state, q:31
w:political science, q:4
w:hard up, q:1
w:port wine, q:2
w:be blessed with, q:2
w:be born with, q:31
w:be endowed with, q:15
w:corner the market, q:1
w:have to name, q:615
w:can do, q:166
w:easy as pie, q:7
w:give a rain check, q:96
w:hold off, q:1
w:put on back burner, q:57
w:put on hold, q:57
w:give off, q:4
w:both feet on the ground, q:4
w:in operation, q:1
w:commune with, q:3
w:cry for, q:7
w:just so, q:19
w:no mistake, q:2
w:on the button, q:1000
w:on the money, q:1000
w:on the nose, q:1000
w:be partial to, q:1
w:fix upon, q:1
w:like better, q:1
w:with child, q:5
w:eating for two, q:1
w:in a family way, q:1000
w:up the duff, q:289
w:in an interesting condition, q:273
w:carrying a child, q:6
w:getting ready, q:4
w:draw up, q:7
w:going on, q:44
w:in process, q:3
w:chief executive officer, q:1
w:chief of state, q:8
w:commander in chief, q:2
w:head of state, q:61
w:person in charge, q:33
w:prime minister, q:6
w:printing press, q:2
w:ego trip, q:2
w:father confessor, q:1
w:holy man, q:1
w:man of god, q:194
w:man of the cloth, q:194
w:above all, q:71
w:at the start, q:1000
w:first and foremost, q:42
w:from the start, q:1000
w:greatest importance, q:4
w:right of way, q:106
w:chain gang member, q:1
w:private parts, q:2
w:behind the scenes, q:75
w:close to one’s chest, q:59
w:not open, q:1
w:off the record, q:129
w:blue ribbon, q:1
w:point at issue, q:9
w:bring forth, q:21
w:back up, q:5
w:box in, q:1
w:bring to screeching halt, q:27
w:hit on, q:4
w:lay before, q:1
w:lay on the line, q:14
w:make a motion, q:404
w:make a pitch, q:320
w:bring to trial, q:27
w:put on docket, q:57
w:put on trial, q:57
w:see in court, q:61
w:oldest profession, q:2
w:world\'s oldest profession, q:1
w:cover all bases, q:9
w:go to bat for, q:598
w:bear out, q:1
w:end up, q:39
w:fix up with, q:1
w:stir up, q:6
w:whip up, q:1
w:free to all, q:54
w:let it be known, q:84
w:put in print, q:42
w:come to a halt, q:492
w:come to a stop, q:492
w:get there, q:18
w:reach a standstill, q:9
w:draw off, q:1
w:bunch of fives, q:19
w:in good time, q:54
w:on schedule, q:2
w:on the dot, q:1000
w:attend to, q:26
w:beat up, q:3
w:crack down on, q:1
w:graduate student, q:1
w:jigsaw puzzle, q:1
w:guessing game, q:1
w:all around, q:13
w:name of tune, q:156
w:a move on, q:5
w:could hear a pin drop, q:2
w:not saying boo, q:3
w:turn up, q:13
w:in all respects, q:341
w:in reality, q:24
w:refer to, q:33
w:run off, q:7
w:heavy dew, q:1
w:training ground, q:2
w:be direct, q:11
w:fleet of foot, q:4
w:like a house on fire, q:1000
w:as lief, q:6
w:in a certain degree, q:1000
w:make sense of, q:18
w:read out, q:1
w:good to go, q:61
w:all set, q:3
w:at fingertips, q:1
w:at the ready, q:1000
w:close to hand, q:59
w:equal to, q:47
w:be cognizant of, q:1
w:become conscious of, q:8
w:catch on, q:3
w:get the picture, q:104
w:get through one’s head, q:15
w:you don\'t say, q:189
w:as a matter of fact, q:1000
w:de facto, q:2
w:rear end, q:1
w:bring to mind, q:27
w:call to mind, q:40
w:proof of purchase, q:42
w:be given, q:43
w:be told, q:14
w:bad times, q:1
w:hard times, q:5
w:rainy days, q:2
w:be familiar, q:3
w:come to one, q:492
w:look back on, q:33
w:be all for, q:25
w:be satisfied with, q:40
w:come together, q:13
w:catch up, q:6
w:get back, q:20
w:give forth, q:4
w:displaced person, q:1
w:inner city, q:1
w:be satisfied, q:24
w:break a story, q:12
w:get off one’s chest, q:15
w:give the word, q:97
w:lay it on the line, q:7
w:in regard to, q:11
w:feel at home, q:14
w:hang loose, q:1
w:let oneself go, q:2
w:lie down, q:29
w:make oneself at home, q:7
w:hanging back, q:1
w:be left, q:27
w:hold the fort, q:56
w:get sick, q:8
w:bear in mind, q:12
w:call up, q:5
w:dig into the past, q:1
w:dwell upon, q:4
w:bring back to, q:14
w:give a cue, q:96
w:make one remember, q:40
w:make one think, q:40
w:clear away, q:5
w:compensate for, q:9
w:pay back, q:1
w:go over again, q:12
w:get back to, q:20
w:act as, q:28
w:act as broker, q:28
w:act for, q:7
w:act in place of, q:27
w:appear as, q:21
w:assume the role of, q:18
w:be agent for, q:5
w:buy for, q:1
w:correspond to, q:20
w:do business for, q:4
w:depend upon, q:52
w:have need, q:5
w:hurting for, q:1
w:stand in need, q:58
w:assert oneself, q:1
w:bear a grudge, q:25
w:be insulted, q:1
w:be offended by, q:3
w:feel bitter, q:1
w:harbor a grudge, q:1
w:have hard feelings, q:2
w:object to, q:25
w:take as an insult, q:4
w:be intrinsic to, q:1
w:drop out, q:3
w:give notice, q:1
w:give up the ship, q:75
w:hand in resignation, q:45
w:abstain from, q:8
w:die hard, q:1
w:act in response, q:27
w:be in touch with, q:12
w:come back at, q:58
w:feel for, q:36
w:field the question, q:5
w:get in touch, q:16
w:at fault, q:1
w:at the helm, q:1000
w:bound to, q:52
w:carrying the load, q:2
w:have a breather, q:639
w:take a break, q:169
w:take time off, q:9
w:take time out, q:9
w:be active, q:2
w:dining room, q:4
w:hamburger stand, q:1
w:make healthy, q:1
w:draw back, q:2
w:fall back, q:17
w:give up work, q:75
w:go to bed, q:598
w:go to one’s room, q:257
w:eye for an eye, q:13
w:measure for measure, q:2
w:change of mind, q:39
w:well off, q:3
w:in clover, q:1
w:in the money, q:1000
w:made of money, q:88
w:give the brush, q:66
w:be supported, q:6
w:rip off, q:2
w:come back from the dead, q:58
w:fraught with danger, q:8
w:going for broke, q:3
w:hanging by a thread, q:5
w:not a prayer, q:604
w:off the deep end, q:129
w:on the spot, q:1000
w:out on a limb, q:48
w:break into, q:8
w:do out of, q:1
w:go through the ceiling, q:32
w:root out, q:2
w:cheer on, q:1
w:taking the long way, q:28
w:hunt down, q:1
w:out of hand, q:1000
w:get the chop, q:104
w:at a loss, q:329
w:offer up, q:4
w:part with, q:18
w:down in the dumps, q:71
w:free from danger, q:44
w:in safety, q:1
w:out of danger, q:1000
w:out of harm’s way, q:1000
w:get under way, q:2
w:final cause, q:1
w:fruit salad, q:1
w:cocktail lounge, q:1
w:pay homage, q:8
w:present arms, q:1
w:club sandwich, q:1
w:brighten up, q:1
w:do the trick, q:163
w:in a state of nature, q:1000
w:come to rescue, q:492
w:get off the hook, q:15
w:get out of hock, q:57
w:give a break, q:96
w:pull out of fire, q:9
w:leave open, q:4
w:in short supply, q:9
w:give a fright, q:96
w:give a turn, q:96
w:mise en scène, q:1
w:further education college, q:1
w:alma mater, q:1
w:halls of ivy, q:6
w:body of knowledge, q:65
w:pair of scissors, q:52
w:rat race, q:1
w:set up, q:46
w:lay open, q:4
w:seal off, q:1
w:second of arc, q:5
w:next in order, q:4
w:be apprised of, q:1
w:catch a glimpse of, q:12
w:catch sight of, q:1
w:be blind, q:6
w:be after, q:2
w:beat the bushes, q:18
w:cast about, q:4
w:dig for, q:5
w:fish for, q:5
w:be suggestive of, q:1
w:convey the impression, q:6
w:create the impression, q:21
w:give the feeling of, q:97
w:give the idea of, q:97
w:have the appearance of, q:319
w:have the aspects of, q:319
w:have the earmarks of, q:319
w:have the features of, q:319
w:have the qualities of, q:319
w:look as if, q:16
w:look like, q:66
w:look to be, q:28
w:hang onto, q:1
w:a few times, q:315
w:every now and then, q:5
w:from time to time, q:50
w:hardly ever, q:14
w:in a few cases, q:1000
w:not often, q:13
w:not very often, q:24
w:on and off, q:50
w:once in a blue moon, q:42
w:once in a while, q:42
w:out for number one, q:55
w:be in business, q:12
w:clinch the deal, q:1
w:close the deal, q:10
w:more advanced, q:2
w:be unaware, q:2
w:having all one’s marbles, q:4
w:cut in two, q:9
w:far between, q:1
w:bound and determined, q:5
w:wait on, q:7
w:be of use, q:10
w:do for, q:47
w:minister to, q:9
w:set upon, q:10
w:come to a conclusion, q:492
w:a few, q:315
w:sexual intercourse, q:7
w:birds and the bees, q:8
w:facts of life, q:23
w:bad conscience, q:5
w:be proud, q:17
w:drop the hammer, q:11
w:place of work, q:104
w:department store, q:3
w:any minute now, q:2
w:before long, q:2
w:by and by, q:49
w:in a little while, q:1000
w:take upon oneself, q:5
w:push aside, q:1
w:point out, q:15
w:big leagues, q:1
